,meta_pin,meta_year,meta_class,char_hd_sf,char_age,char_rooms,char_beds,char_frpl,char_fbath,char_hbath,char_bldg_sf,geo_longitude,geo_latitude
433038,14191180240000,2020.0,278,3720.0,6.0,10.0,6.0,2.0,4.0,1.0,3168.0,-87.68506289791675,41.950043446756105
433040,14191180260000,2020.0,205,3720.0,107.0,7.0,3.0,0.0,2.0,1.0,1952.0,-87.68505857159269,41.9498791832823
433041,14191180270000,2020.0,205,3720.0,107.0,7.0,3.0,0.0,1.0,1.0,1440.0,-87.6850563810973,41.9497970224009
433044,14191180300000,2020.0,278,3720.0,21.0,9.0,4.0,3.0,3.0,1.0,2623.0,-87.68504991544303,41.949550594869514
433048,14191180340000,2020.0,206,3720.0,108.0,10.0,5.0,0.0,3.0,0.0,2819.0,-87.68504125367477,41.949222051707885
433052,14191180380000,2020.0,206,3720.0,104.0,12.0,6.0,0.0,3.0,0.0,3200.0,-87.6850326066925,41.94889345225961
433053,14191180390000,2020.0,206,3720.0,107.0,7.0,3.0,0.0,3.0,1.0,3190.0,-87.68503051826882,41.948811481609596
433055,14191190010000,2020.0,278,3620.0,6.0,7.0,4.0,2.0,4.0,2.0,3242.0,-87.68436486900058,41.950299953449324
433056,14191190020000,2020.0,205,3720.0,97.0,7.0,4.0,0.0,2.0,0.0,2123.0,-87.68436305566178,41.950218932813776
433058,14191190040000,2020.0,205,3720.0,108.0,9.0,4.0,0.0,3.0,0.0,2010.0,-87.68435908315173,41.950054670173394
433059,14191190050000,2020.0,205,3720.0,107.0,6.0,3.0,0.0,1.0,0.0,1872.0,-87.68435714048798,41.949972523965
433060,14191190060000,2020.0,206,3720.0,107.0,10.0,5.0,0.0,4.0,1.0,3056.0,-87.68435517925452,41.94989037858978
433061,14191190070000,2020.0,206,3720.0,110.0,10.0,4.0,0.0,4.0,0.0,3720.0,-87.68435323835959,41.949808234360724
433064,14191190100000,2020.0,206,3720.0,107.0,7.0,4.0,3.0,3.0,1.0,3180.0,-87.68434735677587,41.94956182563644
433067,14191190130000,2020.0,206,3720.0,102.0,9.0,4.0,0.0,3.0,1.0,2864.0,-87.68434151209479,41.949315362251966
433068,14191190140000,2020.0,206,3720.0,112.0,9.0,5.0,0.0,2.0,0.0,2335.0,-87.68433953173748,41.94923321564236
433071,14191190170000,2020.0,205,3720.0,107.0,8.0,4.0,1.0,3.0,1.0,2118.0,-87.68433368682466,41.948986779684624
433073,14191190190000,2020.0,206,3720.0,107.0,8.0,4.0,0.0,2.0,0.0,2644.0,-87.68432924095886,41.9488221817519
433076,14191190220000,2020.0,205,3720.0,80.0,6.0,3.0,0.0,1.0,1.0,1200.0,-87.68384892298693,41.95022700126628
433077,14191190230000,2020.0,278,3720.0,15.0,8.0,4.0,1.0,3.0,1.0,3310.0,-87.68384696758494,41.95014496774189
433080,14191190260000,2020.0,203,3720.0,95.0,5.0,3.0,0.0,1.0,0.0,1028.0,-87.6838412341511,41.9498985327622
433082,14191190280000,2020.0,206,3720.0,97.0,9.0,4.0,0.0,2.0,1.0,2809.0,-87.68383742487214,41.949734242425336
433086,14191190320000,2020.0,278,3720.0,12.0,8.0,4.0,1.0,3.0,2.0,3118.0,-87.68382981135589,41.949405674211725
433087,14191190330000,2020.0,278,3720.0,13.0,10.0,6.0,2.0,3.0,1.0,3008.0,-87.68382786429073,41.949323515681364
433088,14191190340000,2020.0,278,3720.0,21.0,9.0,5.0,1.0,3.0,1.0,2880.0,-87.68382592290273,41.949241371518774
433090,14191190360000,2020.0,206,3720.0,108.0,8.0,4.0,0.0,2.0,0.0,2272.0,-87.68382211352025,41.949077081299926
433091,14191190370000,2020.0,206,3720.0,107.0,10.0,4.0,0.0,2.0,2.0,2565.0,-87.68382018954503,41.94899493615502
433096,14191200020000,2020.0,278,3750.0,12.0,6.0,3.0,1.0,2.0,1.0,3299.0,-87.68322258800414,41.95018557388443
433098,14191200040000,2020.0,278,3750.0,13.0,8.0,4.0,2.0,3.0,1.0,3046.0,-87.68300232526366,41.95018852374326
433099,14191200050000,2020.0,205,3750.0,120.0,7.0,3.0,0.0,1.0,1.0,1232.0,-87.68289220738234,41.95019001453049
433106,14191200140000,2020.0,206,3125.0,122.0,8.0,4.0,0.0,2.0,1.0,2408.0,-87.68196548166499,41.950202446777276
433108,14191200160000,2020.0,206,3125.0,122.0,11.0,5.0,0.0,2.0,0.0,2569.0,-87.68178201721582,41.95020487744146
433109,14191200170000,2020.0,206,3125.0,122.0,8.0,4.0,0.0,2.0,0.0,2442.0,-87.68169025045124,41.950206098654576
433110,14191200180000,2020.0,206,3125.0,122.0,8.0,4.0,0.0,2.0,1.0,2374.0,-87.68159851906512,41.950207334732525
433112,14191200200000,2020.0,206,3125.0,122.0,10.0,4.0,0.0,2.0,0.0,2542.0,-87.68141505535051,41.95020980533697
433113,14191200210000,2020.0,208,3125.0,6.0,10.0,5.0,2.0,4.0,1.0,4682.0,-87.68132332400346,41.95021104099903
433114,14191200220000,2020.0,208,2769.0,6.0,10.0,5.0,2.0,4.0,1.0,4682.0,-87.68123677651107,41.95021219582888
433116,14191200260000,2020.0,205,3750.0,122.0,7.0,4.0,0.0,2.0,0.0,1337.0,-87.68298376064519,41.949801416597225
433117,14191200270000,2020.0,278,3750.0,15.0,9.0,5.0,2.0,3.0,1.0,3024.0,-87.68287364665638,41.949802906965445
433119,14191200290000,2020.0,204,3125.0,122.0,7.0,3.0,0.0,1.0,1.0,1869.0,-87.6826437136084,41.949806007056324
433120,14191200300000,2020.0,203,3625.0,122.0,7.0,3.0,1.0,1.0,1.0,1613.0,-87.68254459288461,41.94980733900274
433121,14191200310000,2020.0,205,3625.0,122.0,6.0,4.0,0.0,2.0,0.0,1436.0,-87.68243811805532,41.94980879357778
433122,14191200320000,2020.0,205,3625.0,122.0,6.0,4.0,0.0,1.0,0.0,1436.0,-87.68233246657901,41.94981013919066
433123,14191200330000,2020.0,278,3125.0,18.0,8.0,4.0,2.0,3.0,1.0,2488.0,-87.68223339010963,41.949811696996846
433124,14191200340000,2020.0,206,3125.0,122.0,6.0,3.0,1.0,2.0,0.0,2592.0,-87.68214082735828,41.949812830210185
433125,14191200350000,2020.0,278,3750.0,15.0,9.0,5.0,3.0,3.0,2.0,3396.0,-87.68203876583748,41.94981421122192
433126,14191200360000,2020.0,278,3750.0,9.0,8.0,4.0,1.0,1.0,0.0,3503.0,-87.68192754725251,41.949815732000154
433127,14191200370000,2020.0,206,3750.0,112.0,15.0,6.0,0.0,4.0,1.0,3264.0,-87.68181743549034,41.94981721657815
433129,14191200390000,2020.0,206,3750.0,122.0,9.0,4.0,0.0,2.0,1.0,2648.0,-87.68159724317243,41.94982018824397
433133,14191200430000,2020.0,206,1239.0,111.0,8.0,4.0,0.0,2.0,0.0,2213.0,-87.68331473626479,41.94991199811778
433137,14191210030000,2020.0,278,3125.0,6.0,8.0,4.0,2.0,4.0,2.0,2564.0,-87.68063185778573,41.95022068289577
433140,14191210060000,2020.0,205,3125.0,121.0,6.0,4.0,0.0,2.0,1.0,1658.0,-87.68026434361283,41.950225781371074
433141,14191210070000,2020.0,206,4687.0,122.0,11.0,5.0,1.0,5.0,1.0,2792.0,-87.68014951780293,41.95022736129312
433142,14191210080000,2020.0,206,4687.0,117.0,9.0,6.0,0.0,2.0,0.0,2816.0,-87.68001168393135,41.950229274255285
433143,14191210090000,2020.0,205,3125.0,119.0,7.0,4.0,0.0,2.0,0.0,1408.0,-87.67989678980138,41.950230867077664
433144,14191210100000,2020.0,205,3125.0,119.0,7.0,4.0,0.0,1.0,0.0,1768.0,-87.67980491030781,41.9502321550115
433145,14191210110000,2020.0,203,3125.0,118.0,8.0,3.0,0.0,1.0,1.0,1617.0,-87.6797130297615,41.950233429621264
433146,14191210120000,2020.0,205,3125.0,119.0,6.0,4.0,1.0,1.0,1.0,1512.0,-87.67962115204175,41.95023470346549
433148,14191210140000,2020.0,205,3125.0,122.0,7.0,4.0,0.0,2.0,0.0,1947.0,-87.6794373570759,41.950237251889746
433153,14191210220000,2020.0,205,3750.0,119.0,8.0,4.0,0.0,1.0,1.0,1652.0,-87.68077769050616,41.949831557978534
433154,14191210230000,2020.0,205,3750.0,122.0,8.0,4.0,0.0,2.0,0.0,2034.0,-87.68066742749016,41.949833085640506
433155,14191210240000,2020.0,205,3750.0,132.0,7.0,4.0,0.0,2.0,1.0,1810.0,-87.68055716653792,41.94983459943882
433156,14191210250000,2020.0,205,3750.0,114.0,7.0,4.0,1.0,2.0,0.0,1706.0,-87.68044690489945,41.949836113365514
433157,14191210260000,2020.0,205,3750.0,120.0,8.0,5.0,1.0,2.0,0.0,2044.0,-87.68033664426943,41.949837639492046
433158,14191210270000,2020.0,205,3750.0,120.0,9.0,4.0,0.0,2.0,0.0,1861.0,-87.68022638150704,41.94983916729893
433159,14191210290000,2020.0,206,3750.0,120.0,11.0,6.0,1.0,3.0,1.0,3775.0,-87.68000585959986,41.94984223375762
433161,14191210310000,2020.0,205,3750.0,120.0,6.0,3.0,0.0,1.0,1.0,1632.0,-87.6797853349153,41.94984527379117
433162,14191210320000,2020.0,205,3750.0,120.0,7.0,4.0,0.0,1.0,1.0,1706.0,-87.67967507367268,41.9498467869926
433163,14191210330000,2020.0,206,3750.0,118.0,6.0,3.0,1.0,3.0,1.0,2218.0,-87.67956481350417,41.949848313020794
433164,14191210340000,2020.0,206,4406.0,120.0,7.0,5.0,0.0,3.0,1.0,2464.0,-87.67944501000086,41.94984999454596
433165,14191210350000,2020.0,204,4137.0,72.0,7.0,3.0,0.0,2.0,1.0,2099.0,-87.67931952646995,41.94985168844266
433166,14191210360000,2020.0,206,4125.0,119.0,10.0,4.0,1.0,2.0,1.0,2882.0,-87.67919807034863,41.9498533731947
433172,14191220070000,2020.0,278,3125.0,18.0,8.0,4.0,3.0,3.0,1.0,2284.0,-87.68267764875188,41.94928115044501
433173,14191220080000,2020.0,278,3125.0,14.0,9.0,5.0,4.0,3.0,1.0,2720.0,-87.6825857725321,41.94928239932138
433174,14191220090000,2020.0,278,3125.0,14.0,8.0,4.0,2.0,3.0,1.0,2732.0,-87.68249389406502,41.94928364885757
433175,14191220100000,2020.0,278,3125.0,21.0,9.0,4.0,1.0,2.0,1.0,2400.0,-87.68240201809391,41.94928489810267
433176,14191220110000,2020.0,205,3125.0,122.0,7.0,4.0,0.0,1.0,0.0,1197.0,-87.68231073275294,41.94928560314872
433177,14191220120000,2020.0,205,3125.0,122.0,7.0,3.0,0.0,1.0,1.0,1800.0,-87.68221888208966,41.949287904898604
433178,14191220130000,2020.0,203,3125.0,122.0,8.0,4.0,0.0,1.0,0.0,1762.0,-87.68212638540969,41.949288630634
433179,14191220140000,2020.0,278,3125.0,14.0,9.0,4.0,3.0,3.0,1.0,2868.0,-87.68203446994498,41.94928988022126
433181,14191220160000,2020.0,203,3750.0,122.0,6.0,3.0,0.0,1.0,0.0,1452.0,-87.68182306816863,41.94929275162117
433183,14191220180000,2020.0,208,3750.0,9.0,9.0,5.0,2.0,4.0,1.0,4172.0,-87.68160251123831,41.94929573007626
433184,14191220190000,2020.0,203,3750.0,122.0,8.0,4.0,0.0,1.0,0.0,1779.0,-87.68149228758757,41.949297208393574
433185,14191220200000,2020.0,208,4500.0,3.0,9.0,5.0,1.0,3.0,2.0,3930.0,-87.68137099588046,41.949298854131314
433186,14191220220000,2020.0,205,2768.0,114.0,7.0,4.0,0.0,2.0,1.0,1632.0,-87.68330683656283,41.94888579952492
433187,14191220230000,2020.0,203,3125.0,117.0,6.0,3.0,0.0,1.0,1.0,1334.0,-87.68322008809129,41.94888692897859
433188,14191220240000,2020.0,202,4125.0,117.0,4.0,2.0,0.0,1.0,0.0,792.0,-87.68311346697915,41.948888345130854
433189,14191220250000,2020.0,208,4250.0,9.0,14.0,7.0,2.0,4.0,1.0,4255.0,-87.68299030330407,41.94888998541629
433190,14191220260000,2020.0,203,4125.0,116.0,6.0,3.0,0.0,1.0,0.0,1188.0,-87.68286721425692,41.94889162575696
433191,14191220270000,2020.0,278,3125.0,3.0,7.0,4.0,1.0,4.0,1.0,2605.0,-87.68276066715076,41.94889304006721
433192,14191220280000,2020.0,203,3125.0,106.0,7.0,4.0,0.0,1.0,0.0,1386.0,-87.68266875497972,41.948894261384076
433193,14191220290000,2020.0,206,3125.0,112.0,11.0,5.0,0.0,2.0,0.0,2302.0,-87.68257687717535,41.94889548363724
433194,14191220300000,2020.0,206,3125.0,112.0,7.0,4.0,0.0,4.0,0.0,2348.0,-87.68248500195227,41.948896704401875
433195,14191220310000,2020.0,278,3125.0,15.0,7.0,3.0,1.0,2.0,1.0,2500.0,-87.68239312394691,41.948897927120946
433196,14191220320000,2020.0,205,3125.0,117.0,9.0,5.0,0.0,2.0,0.0,2024.0,-87.68230090394108,41.948898615289984
433197,14191220330000,2020.0,203,3125.0,112.0,6.0,3.0,0.0,1.0,1.0,1323.0,-87.68220905439522,41.94890094936453
433198,14191220340000,2020.0,202,3125.0,112.0,5.0,2.0,0.0,1.0,0.0,882.0,-87.68211749391389,41.94890160552907
433199,14191220350000,2020.0,206,3125.0,117.0,6.0,3.0,0.0,1.0,1.0,2268.0,-87.6820255817714,41.94890282613764
433200,14191220360000,2020.0,203,3125.0,117.0,7.0,4.0,0.0,2.0,0.0,1581.0,-87.68193370370979,41.94890404833942
433201,14191220370000,2020.0,206,3125.0,112.0,9.0,4.0,0.0,2.0,1.0,2532.0,-87.68184182802159,41.948905268343005
433202,14191220380000,2020.0,206,3437.0,112.0,10.0,5.0,1.0,2.0,0.0,2344.0,-87.68174531938008,41.948906532860455
433203,14191220390000,2020.0,206,3437.0,112.0,8.0,4.0,0.0,2.0,0.0,2472.0,-87.68164421538145,41.94890786272421
433205,14191220410000,2020.0,206,4687.0,117.0,10.0,5.0,0.0,4.0,1.0,3902.0,-87.68140530091577,41.94891104768196
433206,14191220480000,2020.0,203,2671.0,117.0,6.0,3.0,0.0,1.0,1.0,1542.0,-87.68125106296614,41.94900782010095
433208,14191230010000,2020.0,208,7505.0,6.0,10.0,5.0,2.0,4.0,2.0,4658.0,-87.68081877524173,41.94930649158182
433209,14191230020000,2020.0,206,3752.0,117.0,7.0,4.0,0.0,2.0,0.0,2947.0,-87.68065344039066,41.949308724830125
433210,14191230030000,2020.0,205,3752.0,122.0,7.0,4.0,0.0,2.0,0.0,1826.0,-87.68054314289797,41.94931023717261
433211,14191230040000,2020.0,205,4690.0,122.0,7.0,4.0,1.0,1.0,0.0,2003.0,-87.68041905661573,41.94931196090659
433212,14191230050000,2020.0,206,3752.0,119.0,9.0,4.0,0.0,2.0,2.0,2938.0,-87.68029497397701,41.94931368363584
433213,14191230060000,2020.0,206,4690.0,122.0,12.0,5.0,2.0,4.0,1.0,3517.0,-87.6801708880558,41.9493153791076
433214,14191230080000,2020.0,206,3752.0,122.0,9.0,4.0,0.0,2.0,0.0,2258.0,-87.6799365058416,41.94931860094567
433215,14191230090000,2020.0,205,3752.0,117.0,7.0,4.0,0.0,2.0,0.0,1778.0,-87.67982621012014,41.94932012708607
433216,14191230100000,2020.0,205,3752.0,119.0,7.0,4.0,0.0,2.0,0.0,1800.0,-87.67971591302447,41.949321640124104
433217,14191230110000,2020.0,205,3752.0,121.0,9.0,4.0,0.0,2.0,1.0,2128.0,-87.67960559616877,41.94932318609178
433218,14191230120000,2020.0,204,3125.0,122.0,7.0,3.0,1.0,3.0,0.0,1956.0,-87.67950449043893,41.94932455713382
433219,14191230130000,2020.0,205,3125.0,113.0,7.0,4.0,0.0,2.0,1.0,1560.0,-87.67941242622435,41.94932572540598
433220,14191230150000,2020.0,205,4125.0,118.0,9.0,4.0,1.0,1.0,0.0,2200.0,-87.67918446293132,41.949328986074796
433221,14191230160000,2020.0,206,4125.0,116.0,8.0,4.0,1.0,2.0,0.0,2428.0,-87.67906320953784,41.94933065557561
433222,14191230170000,2020.0,203,4125.0,109.0,5.0,2.0,0.0,1.0,0.0,1773.0,-87.67894195611525,41.9493323240804
433223,14191230180000,2020.0,205,4625.0,110.0,7.0,4.0,0.0,2.0,1.0,1644.0,-87.67881331050727,41.949334102963626
433227,14191230230000,2020.0,208,4687.0,6.0,12.0,6.0,2.0,3.0,1.0,4305.0,-87.68029804666975,41.94892607672596
433228,14191230240000,2020.0,278,4687.0,9.0,12.0,6.0,0.0,3.0,1.0,3366.0,-87.68016028452125,41.94892796938888
433233,14191230290000,2020.0,205,3578.0,111.0,9.0,5.0,0.0,2.0,0.0,2200.0,-87.67961795807483,41.94893541044061
433242,14191240140000,2020.0,206,3720.0,97.0,8.0,4.0,3.0,3.0,0.0,3082.0,-87.6874531458378,41.94834532031458
433247,14191240190000,2020.0,205,3720.0,104.0,10.0,4.0,0.0,2.0,0.0,2030.0,-87.68743961996157,41.94793377892677
433250,14191240220000,2020.0,278,3720.0,3.0,10.0,5.0,2.0,4.0,1.0,2997.0,-87.6874314897291,41.94768680890874
433254,14191240260000,2020.0,206,3710.0,104.0,12.0,5.0,0.0,3.0,0.0,3208.0,-87.68741719601441,41.94727546290689
433255,14191240290000,2020.0,210,2778.0,91.0,8.0,3.0,0.0,2.0,1.0,2587.0,-87.68742298568614,41.947429562975636
433256,14191240300000,2020.0,210,2785.0,91.0,8.0,3.0,0.0,2.0,1.0,2587.0,-87.68742509052908,41.94749131930846
433257,14191250020000,2020.0,206,3720.0,107.0,12.0,6.0,0.0,5.0,3.0,3160.0,-87.68675466319728,41.948356701731335
433259,14191250040000,2020.0,206,3720.0,116.0,10.0,6.0,0.0,3.0,1.0,3264.0,-87.68674930443501,41.948192183148365
433260,14191250050000,2020.0,278,3720.0,6.0,9.0,5.0,2.0,3.0,1.0,3336.0,-87.68674664282122,41.94810995158093
433261,14191250060000,2020.0,205,3720.0,106.0,10.0,4.0,0.0,2.0,2.0,2132.0,-87.68674394518914,41.94802769240937
433263,14191250080000,2020.0,206,3720.0,106.0,10.0,4.0,0.0,2.0,2.0,2927.0,-87.68673862412315,41.94786317405469
433270,14191250150000,2020.0,206,3710.0,94.0,12.0,4.0,0.0,2.0,0.0,2771.0,-87.68672062459761,41.94728743527687
433272,14191250170000,2020.0,206,3720.0,95.0,10.0,5.0,0.0,3.0,1.0,2814.0,-87.68623866850714,41.948365156960904
433276,14191250210000,2020.0,205,3720.0,106.0,10.0,4.0,0.0,2.0,0.0,2148.0,-87.68622806376796,41.94803620280154
433278,14191250230000,2020.0,206,3720.0,106.0,9.0,4.0,0.0,2.0,2.0,2912.0,-87.68622278000754,41.947871684814395
433279,14191250240000,2020.0,206,3720.0,102.0,10.0,5.0,1.0,4.0,1.0,3400.0,-87.68622012058914,41.947789398455726
433280,14191250250000,2020.0,206,3720.0,108.0,8.0,4.0,0.0,2.0,0.0,2518.0,-87.68621745803557,41.947707137351344
433296,14191260030000,2020.0,205,3720.0,104.0,10.0,4.0,0.0,3.0,2.0,2134.0,-87.68553786545053,41.94829520525206
433298,14191260060000,2020.0,206,3720.0,107.0,9.0,6.0,0.0,2.0,2.0,2511.0,-87.6855299237106,41.948048455409776
433310,14191260180000,2020.0,206,3720.0,112.0,11.0,4.0,0.0,2.0,0.0,2828.0,-87.68502462463861,41.94830363660369
433313,14191260210000,2020.0,206,3720.0,102.0,10.0,5.0,0.0,4.0,1.0,3197.0,-87.68501618920092,41.94805688505085
433314,14191260220000,2020.0,206,3720.0,97.0,11.0,5.0,0.0,2.0,0.0,3149.0,-87.68501340159094,41.9479746242731
433317,14191260250000,2020.0,206,3720.0,110.0,8.0,4.0,0.0,2.0,1.0,2604.0,-87.68500500249836,41.947727900370595
433318,14191260260000,2020.0,206,3720.0,107.0,10.0,4.0,0.0,2.0,0.0,2564.0,-87.68500221441259,41.947645667048015
433320,14191260280000,2020.0,206,3720.0,112.0,11.0,6.0,0.0,3.0,0.0,2729.0,-87.68499656533851,41.947481174084494
433322,14191260300000,2020.0,206,3720.0,104.0,8.0,4.0,1.0,3.0,1.0,2332.0,-87.68499099176805,41.94731665467435
433334,14191270040000,2020.0,206,3720.0,112.0,8.0,4.0,0.0,2.0,0.0,2820.0,-87.6843217515115,41.94823144170707
433338,14191270080000,2020.0,206,3720.0,97.0,10.0,5.0,1.0,3.0,1.0,3477.0,-87.68431044963367,41.947902000835995
433340,14191270100000,2020.0,206,3720.0,112.0,8.0,4.0,1.0,2.0,1.0,2742.0,-87.68430478811976,41.94773728995296
433341,14191270110000,2020.0,206,3720.0,112.0,8.0,4.0,0.0,4.0,0.0,2514.0,-87.68430194706657,41.94765494730609
433342,14191270120000,2020.0,206,3720.0,107.0,8.0,4.0,0.0,2.0,0.0,3032.0,-87.68429915093037,41.94757259191921
433343,14191270130000,2020.0,206,3720.0,112.0,9.0,4.0,1.0,2.0,0.0,2868.0,-87.68429629518351,41.94749024836508
433344,14191270140000,2020.0,206,3720.0,112.0,12.0,5.0,0.0,3.0,0.0,3178.0,-87.68429349806253,41.94740789282261
433354,14191270240000,2020.0,205,3720.0,109.0,10.0,4.0,0.0,2.0,0.0,2137.0,-87.68379059505467,41.94782646385315
433358,14191270280000,2020.0,278,3720.0,6.0,10.0,4.0,2.0,4.0,1.0,3237.0,-87.68378058170387,41.94749704745522
433366,14191270400000,2020.0,295,1734.0,21.0,6.0,3.0,1.0,1.0,1.0,1776.0,-87.68364097949446,41.9469471469438
433367,14191270410000,2020.0,295,1026.0,21.0,6.0,3.0,1.0,1.0,1.0,1776.0,-87.68364316506108,41.94701369460391
433368,14191270420000,2020.0,295,1028.0,21.0,6.0,3.0,1.0,1.0,1.0,1776.0,-87.68364502209235,41.9470629953796
433369,14191270430000,2020.0,295,1029.0,21.0,6.0,3.0,2.0,3.0,1.0,1776.0,-87.683646689149,41.94711212982678
433370,14191270440000,2020.0,295,1025.0,21.0,6.0,3.0,1.0,1.0,1.0,1776.0,-87.68364840334385,41.94716057840323
433729,14192090160000,2020.0,206,2300.0,112.0,12.0,6.0,1.0,3.0,1.0,3093.0,-87.67782024100724,41.95164508230464
433762,14192110140000,2020.0,205,4687.0,127.0,7.0,4.0,0.0,2.0,0.0,1752.0,-87.67764084614483,41.95117284461468
433763,14192110150000,2020.0,205,3125.0,122.0,7.0,3.0,0.0,2.0,1.0,1889.0,-87.67752600651252,41.9511743344018
433764,14192110160000,2020.0,278,3125.0,57.0,9.0,5.0,0.0,2.0,1.0,2230.0,-87.67743412416546,41.95117547876359
433765,14192110170000,2020.0,205,3000.0,127.0,7.0,4.0,0.0,1.0,1.0,1704.0,-87.67734225731586,41.95117669147401
433767,14192110190000,2020.0,205,3125.0,122.0,6.0,3.0,0.0,1.0,0.0,1798.0,-87.67788364728374,41.95078266842094
433768,14192110200000,2020.0,278,4125.0,9.0,14.0,7.0,2.0,5.0,2.0,3298.0,-87.6777770251997,41.95078403510479
433771,14192110230000,2020.0,206,3125.0,112.0,11.0,5.0,1.0,3.0,0.0,2337.0,-87.67742417773538,41.950788505512584
433772,14192110240000,2020.0,205,3125.0,112.0,6.0,3.0,0.0,1.0,0.0,1428.0,-87.67733228095693,41.95078976542428
433776,14192110310000,2020.0,203,2730.0,112.0,7.0,3.0,0.0,2.0,0.0,1624.0,-87.67702317941325,41.95072973266344
433777,14192110360000,2020.0,278,3123.0,17.0,8.0,5.0,1.0,3.0,1.0,2660.0,-87.67784767265856,41.95117019244589
433778,14192110370000,2020.0,278,3126.0,17.0,8.0,4.0,1.0,3.0,0.0,2572.0,-87.67775573614168,41.95117135208781
433951,14192170130000,2020.0,203,3250.0,122.0,6.0,3.0,0.0,1.0,0.0,1246.0,-87.67767470401883,41.95026151588736
433953,14192170150000,2020.0,278,3250.0,6.0,6.0,3.0,0.0,2.0,1.0,2747.0,-87.67748352344881,41.950263963806606
433955,14192170170000,2020.0,206,3250.0,109.0,8.0,4.0,0.0,3.0,1.0,2376.0,-87.67729248504747,41.95026641333601
433957,14192170190000,2020.0,203,3250.0,121.0,6.0,2.0,0.0,2.0,1.0,1675.0,-87.67710130443365,41.95026885883785
433958,14192170200000,2020.0,203,3250.0,118.0,5.0,2.0,0.0,1.0,1.0,1440.0,-87.67700570996887,41.95027009801994
433963,14192170270000,2020.0,205,3780.0,122.0,8.0,3.0,0.0,1.0,1.0,1408.0,-87.67783270425167,41.94987233557707
433964,14192170280000,2020.0,205,3780.0,122.0,8.0,4.0,0.0,1.0,1.0,1929.0,-87.67772244192385,41.94987380373735
433965,14192170290000,2020.0,204,3780.0,112.0,8.0,4.0,0.0,2.0,1.0,1839.0,-87.67761220225894,41.94987521235812
433969,14192170320000,2020.0,206,3780.0,115.0,11.0,4.0,3.0,5.0,1.0,3633.0,-87.67728145542749,41.94987945660556
433971,14192170340000,2020.0,206,3750.0,122.0,9.0,4.0,0.0,2.0,1.0,2240.0,-87.6770609542367,41.949882345026715
433972,14192170350000,2020.0,206,3780.0,96.0,9.0,5.0,0.0,3.0,0.0,3032.0,-87.67695071026807,41.94988374092097
433973,14192170360000,2020.0,203,3780.0,107.0,8.0,3.0,0.0,2.0,0.0,1719.0,-87.67684046927006,41.94988513562044
433975,14192170380000,2020.0,278,3780.0,6.0,8.0,4.0,2.0,2.0,1.0,3304.0,-87.67661996650402,41.94988800976471
433976,14192170410000,2020.0,295,1368.0,22.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67677034104157,41.95042950484798
433977,14192170420000,2020.0,295,1210.0,22.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67676959928505,41.95040263980315
433978,14192170430000,2020.0,295,1200.0,22.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67676897242167,41.950377263584244
433979,14192170440000,2020.0,295,1205.0,22.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67676835936622,41.95035243839986
433980,14192170450000,2020.0,295,1281.0,22.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.6767087972039,41.95036550753782
433981,14192170480000,2020.0,278,4065.0,12.0,12.0,5.0,2.0,4.0,1.0,3783.0,-87.6763950470685,41.9498907350345
433982,14192170490000,2020.0,278,3764.0,13.0,8.0,4.0,2.0,3.0,1.0,3187.0,-87.6765097220692,41.94988940457963
433991,14192180120000,2020.0,206,3750.0,108.0,6.0,3.0,0.0,1.0,1.0,2470.0,-87.67770879991257,41.94934884784801
433992,14192180130000,2020.0,206,3750.0,114.0,10.0,5.0,0.0,3.0,0.0,2692.0,-87.67759851807435,41.949350257971034
433993,14192180140000,2020.0,205,3750.0,113.0,11.0,5.0,0.0,2.0,0.0,2136.0,-87.67748826225483,41.94935172341257
434000,14192180210000,2020.0,205,3750.0,122.0,10.0,4.0,0.0,2.0,0.0,2006.0,-87.67671640660416,41.94936174625028
434002,14192180240000,2020.0,206,3750.0,109.0,10.0,4.0,1.0,3.0,0.0,2870.0,-87.67791939354811,41.94895847861228
434003,14192180250000,2020.0,206,3750.0,115.0,13.0,5.0,1.0,3.0,0.0,2852.0,-87.67780924547375,41.948959948325125
434004,14192180260000,2020.0,278,3750.0,6.0,7.0,3.0,0.0,2.0,1.0,3160.0,-87.67769905780402,41.94896141875969
434005,14192180270000,2020.0,206,3750.0,112.0,11.0,4.0,0.0,2.0,1.0,2896.0,-87.6775888734363,41.94896288853023
434006,14192180280000,2020.0,205,3750.0,118.0,6.0,3.0,0.0,1.0,1.0,1840.0,-87.6774787229556,41.94896435911257
434007,14192180290000,2020.0,278,3750.0,6.0,8.0,5.0,1.0,4.0,1.0,3161.0,-87.67736857494045,41.94896582837606
434008,14192180300000,2020.0,205,3750.0,122.0,8.0,4.0,0.0,2.0,0.0,1938.0,-87.67725842395545,41.94896729878881
434009,14192180310000,2020.0,205,3750.0,113.0,9.0,4.0,0.0,1.0,1.0,2062.0,-87.67714823961359,41.94896876812395
