,meta_pin,meta_year,meta_class,char_hd_sf,char_age,char_rooms,char_beds,char_frpl,char_fbath,char_hbath,char_bldg_sf,geo_longitude,geo_latitude
432593,14191010330000,2020.0,206,3720.0,124.0,9.0,5.0,2.0,3.0,1.0,3168.0,-87.68634490082344,41.95265506807398
432594,14191010340000,2020.0,205,3720.0,120.0,7.0,4.0,0.0,2.0,0.0,1649.0,-87.68634230257375,41.952572179420414
432596,14191010400000,2020.0,278,3236.0,15.0,8.0,5.0,2.0,3.0,1.0,2760.0,-87.68633736179181,41.952416061383026
432597,14191010410000,2020.0,278,3236.0,15.0,8.0,5.0,2.0,3.0,1.0,2758.0,-87.68633516150756,41.95234645575769
432600,14191020100000,2020.0,278,3720.0,15.0,9.0,5.0,2.0,3.0,1.0,3024.0,-87.68566209399215,41.95332936795367
432601,14191020110000,2020.0,278,3720.0,9.0,10.0,5.0,1.0,3.0,0.0,3100.0,-87.6856594598846,41.95324680705549
432607,14191020170000,2020.0,206,3720.0,113.0,12.0,6.0,0.0,3.0,0.0,2388.0,-87.68564370140206,41.95275144194831
432610,14191020200000,2020.0,208,4340.0,12.0,10.0,5.0,1.0,3.0,1.0,4271.0,-87.68563516984014,41.952483175204335
432614,14191020250000,2020.0,278,3720.0,6.0,10.0,4.0,2.0,4.0,1.0,3328.0,-87.68514744167878,41.953248693265756
432617,14191020280000,2020.0,278,3720.0,6.0,8.0,4.0,0.0,3.0,1.0,2858.0,-87.68513909179944,41.952994202755974
432618,14191020290000,2020.0,205,3720.0,117.0,6.0,3.0,0.0,1.0,0.0,1267.0,-87.68513637497549,41.95291164136965
432620,14191020310000,2020.0,206,3720.0,114.0,8.0,4.0,0.0,2.0,1.0,3674.0,-87.68513096513944,41.95274653263405
432626,14191040060000,2020.0,206,3720.0,122.0,8.0,5.0,0.0,3.0,1.0,2606.0,-87.68324123205862,41.95344610237982
432628,14191040080000,2020.0,205,3720.0,117.0,6.0,4.0,0.0,2.0,1.0,1564.0,-87.68323612770172,41.953281503381916
432629,14191040090000,2020.0,202,3720.0,117.0,5.0,2.0,0.0,1.0,0.0,839.0,-87.6832335597101,41.953199188454306
432630,14191040100000,2020.0,205,3720.0,115.0,10.0,4.0,0.0,2.0,0.0,1974.0,-87.68323097483007,41.95311689085077
432631,14191040110000,2020.0,204,3720.0,113.0,8.0,4.0,0.0,1.0,1.0,1921.0,-87.6832284095444,41.953034603980264
432633,14191040130000,2020.0,278,4340.0,13.0,9.0,4.0,0.0,3.0,1.0,3708.0,-87.68322308298839,41.95286310512151
432636,14191040160000,2020.0,278,3720.0,21.0,7.0,3.0,0.0,2.0,1.0,3024.0,-87.68321520029541,41.952609328079056
432642,14191040230000,2020.0,204,3720.0,122.0,13.0,7.0,1.0,3.0,0.0,2439.0,-87.68271807559071,41.953206645170894
432646,14191040270000,2020.0,204,3720.0,112.0,8.0,4.0,0.0,1.0,1.0,1994.0,-87.6827085332748,41.95284993908102
432647,14191040280000,2020.0,206,3720.0,115.0,5.0,3.0,0.0,2.0,0.0,2580.0,-87.68270624966557,41.95276764386566
432648,14191040290000,2020.0,203,3720.0,116.0,5.0,2.0,0.0,1.0,0.0,1027.0,-87.68270406376428,41.9526853564847
432651,14191040320000,2020.0,206,5018.0,117.0,10.0,4.0,0.0,1.0,2.0,2624.0,-87.68269711577602,41.95242408336103
432654,14191040350000,2020.0,295,2586.0,6.0,9.0,5.0,1.0,4.0,1.0,2274.0,-87.68321003539953,41.95244344611813
432655,14191040360000,2020.0,295,2409.0,6.0,9.0,5.0,1.0,4.0,1.0,2274.0,-87.68320827911904,41.952387988961576
432659,14191050070000,2020.0,205,3720.0,117.0,7.0,2.0,0.0,1.0,1.0,1962.0,-87.68202771697266,41.9534622390923
432660,14191050080000,2020.0,203,3720.0,117.0,7.0,4.0,0.0,1.0,0.0,1770.0,-87.6820255395425,41.953380022079756
432661,14191050090000,2020.0,278,3720.0,6.0,8.0,4.0,0.0,3.0,1.0,3287.0,-87.68202332423309,41.95329780724224
432662,14191050100000,2020.0,206,3720.0,117.0,11.0,5.0,0.0,3.0,0.0,2858.0,-87.68202111469897,41.953215563761894
432666,14191050140000,2020.0,278,3720.0,6.0,8.0,4.0,2.0,3.0,1.0,3113.0,-87.68201232663463,41.952886771742726
432667,14191050150000,2020.0,206,3720.0,117.0,6.0,2.0,2.0,2.0,1.0,2570.0,-87.68201009846152,41.95280452905141
432668,14191050160000,2020.0,206,4030.0,112.0,9.0,5.0,0.0,3.0,1.0,3520.0,-87.68200785751549,41.95271889592914
432669,14191050170000,2020.0,203,4030.0,112.0,6.0,3.0,1.0,1.0,1.0,1699.0,-87.6820054778297,41.95262984698499
432670,14191050180000,2020.0,206,4340.0,112.0,9.0,5.0,3.0,3.0,2.0,3042.0,-87.68200298132084,41.952537325968606
432674,14191050210000,2020.0,205,3720.0,112.0,7.0,4.0,0.0,2.0,0.0,1700.0,-87.68151224537311,41.95345580113362
432675,14191050220000,2020.0,206,3720.0,112.0,6.0,3.0,0.0,3.0,1.0,2213.0,-87.6815100292634,41.95337356993377
432676,14191050230000,2020.0,206,3720.0,117.0,10.0,4.0,0.0,3.0,1.0,2242.0,-87.6815078476789,41.95329119173787
432680,14191050270000,2020.0,278,3720.0,6.0,8.0,4.0,2.0,4.0,2.0,3168.0,-87.68149885759229,41.95295690864718
432682,14191050290000,2020.0,205,4588.0,112.0,9.0,4.0,1.0,1.0,1.0,2034.0,-87.68149383572596,41.95276912076861
432683,14191050300000,2020.0,208,5084.0,9.0,9.0,5.0,2.0,3.0,1.0,3937.0,-87.68149095500146,41.95266218973852
432684,14191050310000,2020.0,206,4960.0,112.0,8.0,4.0,0.0,2.0,0.0,2224.0,-87.6814879786581,41.95255114254605
432687,14191060020000,2020.0,203,5500.0,112.0,7.0,4.0,0.0,2.0,0.0,1637.0,-87.68076614849811,41.95381872128441
432690,14191060080000,2020.0,206,4960.0,130.0,8.0,4.0,1.0,4.0,0.0,3014.0,-87.68081268706929,41.953439215332736
432691,14191060090000,2020.0,206,4030.0,122.0,12.0,4.0,0.0,2.0,0.0,3316.0,-87.68081000690209,41.95333976379982
432693,14191060110000,2020.0,205,3720.0,122.0,7.0,4.0,0.0,1.0,1.0,1864.0,-87.68080528412408,41.95316490281876
432695,14191060130000,2020.0,278,3720.0,15.0,9.0,4.0,2.0,3.0,1.0,3214.0,-87.68080045757554,41.95298663882465
432697,14191060150000,2020.0,206,3720.0,117.0,10.0,4.0,1.0,2.0,1.0,2490.0,-87.6807960236633,41.952821990005624
432698,14191060160000,2020.0,205,3720.0,122.0,6.0,3.0,0.0,1.0,1.0,1368.0,-87.68079384268577,41.95273969018971
432699,14191060170000,2020.0,204,4340.0,117.0,7.0,4.0,1.0,1.0,1.0,1990.0,-87.68079137402725,41.952650601561295
432700,14191060180000,2020.0,206,4340.0,117.0,10.0,4.0,0.0,2.0,0.0,3128.0,-87.68078880794437,41.95255448590737
432701,14191060200000,2020.0,278,3100.0,21.0,9.0,4.0,1.0,3.0,1.0,2646.0,-87.68030171234612,41.95357710685895
432704,14191060230000,2020.0,205,3875.0,118.0,8.0,4.0,0.0,1.0,1.0,2152.0,-87.68029604028443,41.95336252783832
432705,14191060240000,2020.0,205,3875.0,122.0,9.0,4.0,0.0,2.0,0.0,2065.0,-87.6802937086455,41.9532768404525
432706,14191060250000,2020.0,205,3875.0,124.0,7.0,4.0,0.0,2.0,1.0,1929.0,-87.68029137223593,41.95319112604133
432708,14191060270000,2020.0,206,4030.0,122.0,8.0,4.0,0.0,3.0,1.0,2406.0,-87.68028663383154,41.953017911890214
432712,14191060310000,2020.0,205,3100.0,119.0,9.0,5.0,0.0,2.0,0.0,2040.0,-87.68027761731335,41.95268517922816
432713,14191060320000,2020.0,206,3100.0,124.0,8.0,4.0,0.0,2.0,1.0,2686.0,-87.68027574417609,41.95261659090113
432714,14191060370000,2020.0,208,4089.0,12.0,9.0,5.0,1.0,3.0,1.0,4159.0,-87.680273570479,41.95253704183978
432715,14191060380000,2020.0,208,4040.0,12.0,8.0,4.0,1.0,3.0,2.0,4053.0,-87.68027110628985,41.95244704495178
432716,14191060390000,2020.0,295,2445.0,6.0,8.0,4.0,1.0,3.0,1.0,2161.0,-87.68081561154004,41.953576945365626
432717,14191060400000,2020.0,295,2521.0,6.0,8.0,4.0,1.0,3.0,1.0,2161.0,-87.68081550952884,41.953521980762915
432718,14191070020000,2020.0,204,3720.0,122.0,8.0,3.0,0.0,1.0,1.0,1929.0,-87.67960371587795,41.95357390047435
432721,14191070050000,2020.0,278,3720.0,6.0,9.0,5.0,1.0,3.0,1.0,3154.0,-87.67959666415852,41.95331439187459
432726,14191070100000,2020.0,206,3720.0,112.0,10.0,4.0,1.0,3.0,1.0,2572.0,-87.679585285169,41.952902530728224
432728,14191070120000,2020.0,278,3720.0,6.0,7.0,3.0,2.0,3.0,0.0,3150.0,-87.6795807416328,41.95273779780374
432732,14191080060000,2020.0,205,3210.0,107.0,8.0,3.0,0.0,3.0,0.0,1999.0,-87.68803387792353,41.95140864726896
432741,14191080250000,2020.0,206,3720.0,107.0,11.0,5.0,0.0,3.0,0.0,2970.0,-87.68754219342843,41.95149946243683
432742,14191080260000,2020.0,206,3720.0,107.0,10.0,5.0,1.0,5.0,1.0,2952.0,-87.68753914654727,41.95141714727037
432745,14191080290000,2020.0,206,3720.0,107.0,9.0,5.0,0.0,4.0,1.0,3017.0,-87.68753000546903,41.9511701454083
432746,14191080300000,2020.0,206,3720.0,107.0,8.0,4.0,0.0,2.0,0.0,2645.0,-87.68752693866067,41.951087799652825
432747,14191080310000,2020.0,278,3720.0,6.0,10.0,6.0,2.0,4.0,0.0,2900.0,-87.68752389224568,41.95100545703336
432751,14191080350000,2020.0,206,3720.0,107.0,8.0,4.0,0.0,2.0,0.0,2409.0,-87.68751167720471,41.95067615208622
432763,14191090090000,2020.0,206,3720.0,110.0,7.0,4.0,1.0,2.0,1.0,2430.0,-87.68683073696454,41.951425489899556
432766,14191090120000,2020.0,278,3720.0,6.0,8.0,6.0,0.0,4.0,1.0,3189.0,-87.6868219046312,41.951179009856666
432767,14191090130000,2020.0,278,3720.0,9.0,10.0,4.0,2.0,3.0,1.0,3267.0,-87.6868189594606,41.9510968184481
432768,14191090140000,2020.0,278,3720.0,9.0,10.0,5.0,1.0,3.0,1.0,3410.0,-87.68681604858159,41.951014654467954
432773,14191090190000,2020.0,278,3720.0,6.0,8.0,5.0,0.0,3.0,1.0,3100.0,-87.68680133970605,41.950603870431394
432777,14191090230000,2020.0,278,3720.0,9.0,10.0,5.0,2.0,3.0,0.0,3052.0,-87.68632116100535,41.951927502724025
432779,14191090250000,2020.0,278,3720.0,9.0,10.0,5.0,1.0,3.0,0.0,2958.0,-87.68631545051274,41.95176317332146
432780,14191090260000,2020.0,278,3720.0,6.0,10.0,4.0,2.0,4.0,1.0,3126.0,-87.68631262466997,41.951681024337965
432781,14191090270000,2020.0,278,3720.0,3.0,8.0,4.0,2.0,4.0,2.0,3228.0,-87.68630977174132,41.95159885962324
432782,14191090280000,2020.0,204,3720.0,112.0,7.0,3.0,2.0,3.0,1.0,2130.0,-87.68630695340526,41.951516724541904
432783,14191090290000,2020.0,205,3720.0,112.0,7.0,4.0,0.0,2.0,0.0,2088.0,-87.68630413323882,41.95143455806191
432784,14191090300000,2020.0,278,3720.0,15.0,8.0,5.0,3.0,3.0,1.0,2976.0,-87.68630123533741,41.951352381606
432785,14191090310000,2020.0,278,3720.0,9.0,8.0,4.0,2.0,3.0,1.0,3224.0,-87.6862984353532,41.95127024551002
432791,14191090370000,2020.0,278,3720.0,9.0,10.0,5.0,1.0,3.0,1.0,3124.0,-87.68628138215003,41.950777233009006
432792,14191090380000,2020.0,278,3720.0,9.0,10.0,4.0,0.0,3.0,1.0,3259.0,-87.68627855562337,41.95069508385133
432796,14191100020000,2020.0,205,3720.0,95.0,7.0,4.0,0.0,1.0,1.0,1974.0,-87.68561902334945,41.95202161850693
432797,14191100030000,2020.0,278,3720.0,9.0,8.0,4.0,1.0,3.0,0.0,2764.0,-87.68561625311244,41.95193938644092
432799,14191100050000,2020.0,278,3720.0,12.0,5.0,3.0,2.0,4.0,2.0,3022.0,-87.68561078637413,41.95177492238991
432800,14191100060000,2020.0,206,3720.0,109.0,12.0,4.0,0.0,2.0,0.0,2519.0,-87.685608016792,41.95169268996548
432801,14191100070000,2020.0,206,3720.0,110.0,8.0,4.0,0.0,2.0,0.0,2602.0,-87.68560528335826,41.95161045812932
432802,14191100080000,2020.0,203,3720.0,99.0,5.0,3.0,0.0,1.0,0.0,1126.0,-87.68560254952915,41.951528198861155
432803,14191100090000,2020.0,206,3720.0,110.0,9.0,5.0,0.0,2.0,0.0,2664.0,-87.68559977954251,41.9514459389751
432806,14191100120000,2020.0,203,3720.0,105.0,7.0,3.0,0.0,1.0,0.0,1519.0,-87.68559154292751,41.95119924284798
432808,14191100140000,2020.0,206,3720.0,107.0,10.0,5.0,0.0,3.0,0.0,3145.0,-87.6855860772038,41.951034751323164
432809,14191100150000,2020.0,206,3720.0,95.0,8.0,3.0,0.0,2.0,0.0,2738.0,-87.6855833076531,41.95095249165211
432811,14191100170000,2020.0,278,3720.0,12.0,8.0,4.0,2.0,2.0,1.0,3014.0,-87.68557782096475,41.95078802634881
432812,14191100180000,2020.0,278,3720.0,9.0,8.0,4.0,0.0,3.0,1.0,3580.0,-87.68557507030114,41.95070579530604
432814,14191100210000,2020.0,278,3624.0,17.0,9.0,3.0,2.0,3.0,1.0,2838.0,-87.68510662309359,41.95211148201117
432815,14191100220000,2020.0,278,3720.0,15.0,10.0,4.0,1.0,2.0,1.0,3486.0,-87.68510397352038,41.952030239852334
432816,14191100240000,2020.0,278,3720.0,9.0,11.0,6.0,3.0,4.0,1.0,3252.0,-87.6850985819522,41.95186566627477
432821,14191100290000,2020.0,206,3720.0,112.0,11.0,5.0,1.0,3.0,1.0,3432.0,-87.68508517848731,41.95145423331
432822,14191100300000,2020.0,208,3720.0,6.0,9.0,6.0,2.0,4.0,2.0,3818.0,-87.68508248399858,41.951371946600865
432823,14191100310000,2020.0,278,3720.0,9.0,8.0,4.0,1.0,3.0,1.0,2965.0,-87.68507978053624,41.95128967304179
432827,14191100350000,2020.0,205,3720.0,99.0,8.0,4.0,0.0,2.0,0.0,1794.0,-87.68506907949921,41.95096054069306
432828,14191100370000,2020.0,206,3720.0,117.0,10.0,6.0,1.0,3.0,1.0,2340.0,-87.68506370723996,41.95079593863099
432832,14191110020000,2020.0,206,3720.0,110.0,6.0,3.0,1.0,3.0,1.0,2518.0,-87.68440639529406,41.952041320814494
432835,14191110050000,2020.0,206,3720.0,112.0,8.0,4.0,1.0,3.0,1.0,2854.0,-87.68439850639464,41.95179450364801
432840,14191110110000,2020.0,278,3720.0,15.0,10.0,6.0,2.0,4.0,1.0,3472.0,-87.68438278099565,41.95130078563741
432841,14191110120000,2020.0,206,3720.0,110.0,8.0,4.0,1.0,2.0,0.0,2428.0,-87.6843801603788,41.95121849915107
432842,14191110130000,2020.0,278,3720.0,6.0,8.0,4.0,1.0,5.0,0.0,3038.0,-87.68437753913365,41.95113621301651
432843,14191110140000,2020.0,203,3720.0,122.0,7.0,3.0,0.0,2.0,0.0,1601.0,-87.68437491811474,41.951053926868326
432844,14191110150000,2020.0,205,3720.0,113.0,6.0,3.0,0.0,1.0,1.0,1896.0,-87.68437229754977,41.95097164043343
432845,14191110160000,2020.0,204,3720.0,117.0,7.0,3.0,0.0,2.0,0.0,1836.0,-87.68436967580787,41.95088935421019
432846,14191110170000,2020.0,206,3720.0,122.0,9.0,5.0,0.0,2.0,0.0,2372.0,-87.68436705556708,41.95080706793947
432849,14191110200000,2020.0,209,3624.0,108.0,12.0,6.0,0.0,6.0,1.0,5685.0,-87.68435952926228,41.95056127408217
432850,14191110220000,2020.0,206,4836.0,122.0,8.0,4.0,0.0,2.0,1.0,2267.0,-87.68389207462691,41.951978831590004
432851,14191110230000,2020.0,278,3720.0,6.0,9.0,5.0,2.0,4.0,2.0,3326.0,-87.6838892726622,41.95188419181849
432854,14191110260000,2020.0,206,3720.0,116.0,9.0,4.0,0.0,2.0,1.0,3032.0,-87.68388195793212,41.9516372966645
432855,14191110270000,2020.0,206,3720.0,112.0,6.0,3.0,1.0,3.0,1.0,2570.0,-87.68387953821305,41.951555010355214
432860,14191110330000,2020.0,206,3720.0,117.0,9.0,5.0,1.0,4.0,1.0,3209.0,-87.68386492053494,41.95106129837399
432862,14191110350000,2020.0,278,3720.0,17.0,8.0,4.0,1.0,2.0,1.0,2880.0,-87.68386007225128,41.95089668662102
432863,14191110360000,2020.0,206,3720.0,117.0,9.0,4.0,0.0,2.0,0.0,2505.0,-87.68385761063034,41.95081441546527
432868,14191120020000,2020.0,202,3436.0,98.0,5.0,2.0,0.0,1.0,0.0,946.0,-87.68319864066838,41.95205700435419
432871,14191120050000,2020.0,208,3596.0,6.0,8.0,5.0,0.0,4.0,1.0,4085.0,-87.68319210438705,41.951820346094024
432872,14191120060000,2020.0,205,3596.0,114.0,9.0,4.0,0.0,2.0,0.0,2008.0,-87.68318986250051,41.95174087565278
432875,14191120090000,2020.0,206,3596.0,116.0,9.0,4.0,0.0,2.0,0.0,2496.0,-87.68318325766394,41.95150203817742
432878,14191120120000,2020.0,206,3596.0,117.0,9.0,4.0,0.0,3.0,0.0,2934.0,-87.68317662360393,41.951263773735796
432879,14191120130000,2020.0,206,3596.0,116.0,10.0,3.0,0.0,2.0,0.0,2340.0,-87.68317445205997,41.95118430225266
432881,14191120150000,2020.0,206,3596.0,116.0,12.0,6.0,0.0,2.0,0.0,2442.0,-87.68316999256096,41.951025073409056
432882,14191120160000,2020.0,206,3224.0,116.0,12.0,5.0,0.0,3.0,1.0,2910.0,-87.68316800431663,41.950949497371504
432883,14191120170000,2020.0,278,4554.0,6.0,8.0,4.0,2.0,3.0,1.0,3417.0,-87.68268912209177,41.95213728369476
432884,14191120180000,2020.0,204,3100.0,123.0,5.0,3.0,0.0,1.0,1.0,1822.0,-87.68268687943244,41.952052746578914
432885,14191120190000,2020.0,278,3100.0,21.0,8.0,3.0,1.0,2.0,1.0,2394.0,-87.68268486995255,41.95198421377584
432886,14191120200000,2020.0,278,3100.0,6.0,8.0,4.0,0.0,4.0,2.0,2764.0,-87.68268296693968,41.95191569221904
432887,14191120210000,2020.0,203,3100.0,117.0,5.0,3.0,0.0,1.0,0.0,1142.0,-87.68268108591056,41.951847145873714
432888,14191120220000,2020.0,205,3720.0,112.0,8.0,4.0,0.0,2.0,0.0,1980.0,-87.68267890446627,41.95177175037293
432890,14191120240000,2020.0,206,3596.0,119.0,8.0,4.0,1.0,3.0,1.0,2744.0,-87.68267438767124,41.951611407150516
432891,14191120250000,2020.0,278,3596.0,3.0,9.0,4.0,2.0,4.0,1.0,3160.0,-87.68267218485128,41.95153193606489
432892,14191120260000,2020.0,205,3596.0,118.0,9.0,5.0,0.0,3.0,1.0,1732.0,-87.68266995353457,41.95145240979528
432893,14191120270000,2020.0,206,3596.0,112.0,8.0,4.0,0.0,2.0,0.0,2448.0,-87.68266766104738,41.95137289781032
432894,14191120280000,2020.0,278,3720.0,12.0,8.0,4.0,2.0,2.0,1.0,2972.0,-87.68266543331885,41.951292053493184
432896,14191120300000,2020.0,206,3844.0,111.0,12.0,6.0,0.0,3.0,1.0,2569.0,-87.6826608337074,41.95112896610004
432898,14191120320000,2020.0,278,3720.0,6.0,8.0,4.0,1.0,3.0,1.0,3281.0,-87.68265611582132,41.95096262727262
432900,14191120350000,2020.0,206,3509.0,112.0,10.0,4.0,1.0,3.0,1.0,2298.0,-87.68308611928904,41.95070571094573
432903,14191120390000,2020.0,278,3630.0,14.0,8.0,3.0,2.0,3.0,1.0,3528.0,-87.68266045422399,41.95071154473466
432904,14191130010000,2020.0,206,4555.0,128.0,10.0,6.0,1.0,3.0,1.0,3110.0,-87.68199218739953,41.95214695509466
432905,14191130020000,2020.0,206,3472.0,128.0,9.0,4.0,0.0,3.0,2.0,2228.0,-87.68198972030741,41.95205819470176
432906,14191130030000,2020.0,203,3720.0,127.0,6.0,3.0,0.0,2.0,1.0,1683.0,-87.68198750598808,41.95197865393583
432907,14191130040000,2020.0,205,3720.0,122.0,6.0,4.0,0.0,2.0,1.0,1646.0,-87.68198518567793,41.95189637039591
432908,14191130050000,2020.0,205,3720.0,118.0,7.0,4.0,0.0,1.0,1.0,1536.0,-87.6819829127858,41.95181408575471
432909,14191130060000,2020.0,278,3724.0,14.0,8.0,4.0,2.0,2.0,1.0,2978.0,-87.6819806227892,41.951731773934014
432910,14191130070000,2020.0,206,3720.0,109.0,10.0,6.0,0.0,2.0,0.0,2540.0,-87.68197831076685,41.951649460812014
432915,14191130120000,2020.0,208,3720.0,12.0,9.0,5.0,2.0,3.0,1.0,4846.0,-87.68196594592733,41.95120502123426
432916,14191130130000,2020.0,208,3720.0,12.0,9.0,5.0,2.0,3.0,1.0,4846.0,-87.68196364246133,41.95112270791121
432917,14191130140000,2020.0,208,3720.0,6.0,8.0,5.0,0.0,3.0,1.0,3879.0,-87.68196132893671,41.9510403966779
432918,14191130150000,2020.0,206,3100.0,110.0,8.0,4.0,0.0,4.0,1.0,3143.0,-87.6819592456819,41.950964918968424
432921,14191130190000,2020.0,205,3720.0,122.0,7.0,4.0,0.0,1.0,1.0,1536.0,-87.68147010241677,41.95189778240529
432922,14191130200000,2020.0,278,3720.0,9.0,10.0,5.0,1.0,3.0,1.0,3170.0,-87.6814678432666,41.951815469555605
432923,14191130210000,2020.0,205,3720.0,122.0,7.0,4.0,0.0,2.0,0.0,1590.0,-87.68146557965612,41.95173315906388
432925,14191130230000,2020.0,206,3720.0,117.0,6.0,3.0,0.0,2.0,0.0,3049.0,-87.68146105832224,41.9515685893028
432927,14191130270000,2020.0,206,4340.0,122.0,8.0,4.0,1.0,2.0,1.0,3108.0,-87.68145071234605,41.951191338549215
432931,14191130320000,2020.0,206,5445.0,112.0,9.0,4.0,0.0,2.0,2.0,3084.0,-87.68188810233423,41.9507220251338
432934,14191130350000,2020.0,206,3630.0,112.0,9.0,4.0,0.0,1.0,0.0,2838.0,-87.68148429633774,41.95072746106894
432935,14191130360000,2020.0,206,6921.0,110.0,10.0,4.0,1.0,3.0,0.0,3202.0,-87.68131514573945,41.950729802070455
432936,14191130390000,2020.0,206,8067.0,122.0,10.0,5.0,2.0,4.0,1.0,3568.0,-87.68145747120988,41.95143825048316
432938,14191140030000,2020.0,203,4340.0,122.0,6.0,3.0,1.0,2.0,1.0,1609.0,-87.68077316444459,41.95196923289825
432939,14191140040000,2020.0,278,4340.0,9.0,8.0,4.0,0.0,3.0,1.0,3446.0,-87.68077054159835,41.9518732529468
432940,14191140050000,2020.0,278,4340.0,21.0,9.0,4.0,1.0,3.0,1.0,2976.0,-87.68076793916532,41.951777259198735
432942,14191140070000,2020.0,278,4340.0,6.0,8.0,4.0,2.0,4.0,1.0,3448.0,-87.68076264942854,41.95158505268851
432943,14191140080000,2020.0,278,4340.0,15.0,10.0,4.0,2.0,3.0,1.0,3786.0,-87.68076005710296,41.95148903298185
432944,14191140090000,2020.0,206,4340.0,120.0,10.0,6.0,0.0,2.0,0.0,2748.0,-87.68075747441073,41.95139302253851
432946,14191140110000,2020.0,208,4340.0,3.0,9.0,4.0,2.0,4.0,2.0,4031.0,-87.68075227146302,41.95120105006009
432947,14191140120000,2020.0,206,4340.0,117.0,7.0,4.0,1.0,3.0,1.0,2641.0,-87.68074960472497,41.951105043422835
432948,14191140130000,2020.0,208,4960.0,14.0,9.0,4.0,3.0,4.0,1.0,4105.0,-87.68074681621262,41.951002132904875
432949,14191140140000,2020.0,206,7661.0,118.0,8.0,5.0,2.0,2.0,2.0,2604.0,-87.680262965407,41.952136127185845
432950,14191140150000,2020.0,205,3100.0,122.0,6.0,4.0,0.0,1.0,2.0,1682.0,-87.68025957760771,41.952016739447345
432951,14191140160000,2020.0,205,3720.0,112.0,6.0,4.0,0.0,2.0,0.0,1652.0,-87.68025756563166,41.95194132936561
432952,14191140170000,2020.0,205,3720.0,112.0,7.0,4.0,0.0,2.0,1.0,1636.0,-87.68025531642056,41.95185904495535
432953,14191140180000,2020.0,206,3410.0,109.0,10.0,5.0,1.0,4.0,1.0,2314.0,-87.68025318816811,41.95178018928124
432954,14191140190000,2020.0,205,3410.0,110.0,6.0,3.0,0.0,2.0,0.0,1476.0,-87.68025114024836,41.951704769757285
432955,14191140200000,2020.0,278,3720.0,6.0,8.0,5.0,0.0,5.0,1.0,3072.0,-87.68024900801592,41.95162603826269
432957,14191140220000,2020.0,278,3720.0,9.0,8.0,4.0,2.0,3.0,1.0,3152.0,-87.68024486188389,41.95147515233115
432958,14191140230000,2020.0,206,3100.0,127.0,8.0,4.0,0.0,2.0,1.0,3492.0,-87.68024283363232,41.951399523366234
432960,14191140250000,2020.0,206,4030.0,112.0,8.0,3.0,1.0,3.0,0.0,3173.0,-87.68023840211939,41.951238373552556
432961,14191140260000,2020.0,206,4030.0,117.0,11.0,5.0,0.0,2.0,0.0,2859.0,-87.68023599517612,41.95114922648875
432965,14191140300000,2020.0,205,3630.0,117.0,10.0,4.0,0.0,1.0,1.0,1802.0,-87.68070212528333,41.9507382099734
432972,14191150030000,2020.0,206,3720.0,107.0,6.0,4.0,0.0,2.0,1.0,2941.0,-87.6795573656748,41.95186903814292
432977,14191150080000,2020.0,208,4340.0,13.0,10.0,5.0,2.0,4.0,1.0,4600.0,-87.67954410524727,41.95139500933819
432993,14191150350000,2020.0,204,4960.0,117.0,8.0,3.0,1.0,1.0,1.0,2791.0,-87.67953356687819,41.95101857911045
432994,14191150360000,2020.0,206,3720.0,113.0,9.0,4.0,3.0,3.0,1.0,2832.0,-87.67953622972286,41.95111338125758
433000,14191160220000,2020.0,206,3720.0,96.0,8.0,4.0,0.0,3.0,0.0,2586.0,-87.68750432413059,41.94992311310616
433004,14191160260000,2020.0,278,3720.0,3.0,10.0,6.0,0.0,4.0,2.0,3264.0,-87.68749355043958,41.94959391241463
433005,14191160270000,2020.0,206,3720.0,108.0,8.0,5.0,1.0,4.0,1.0,3098.0,-87.68749085148964,41.94951162593251
433006,14191160280000,2020.0,278,3720.0,6.0,10.0,5.0,2.0,4.0,1.0,3248.0,-87.68748815455413,41.949429311928355
433007,14191160290000,2020.0,206,3720.0,109.0,8.0,3.0,2.0,3.0,1.0,2382.0,-87.6874854556724,41.94934699760906
433008,14191160300000,2020.0,278,3720.0,3.0,10.0,5.0,2.0,4.0,1.0,3039.0,-87.68748277502064,41.9492647097613
433009,14191160310000,2020.0,206,3720.0,104.0,11.0,5.0,0.0,4.0,0.0,3351.0,-87.6874800955197,41.94918242421372
433013,14191160350000,2020.0,206,3720.0,107.0,8.0,4.0,0.0,3.0,0.0,2454.0,-87.68746930282346,41.94885322250959
433018,14191180030000,2020.0,278,3720.0,6.0,9.0,5.0,2.0,4.0,2.0,3481.0,-87.68559148359806,41.95011724530058
433021,14191180060000,2020.0,206,3720.0,106.0,9.0,4.0,0.0,3.0,1.0,2895.0,-87.6855838582184,41.94987083994741
433025,14191180100000,2020.0,278,3720.0,6.0,10.0,5.0,2.0,4.0,1.0,3248.0,-87.68557367525345,41.94954230105739
433028,14191180130000,2020.0,204,3720.0,97.0,7.0,4.0,0.0,1.0,1.0,1896.0,-87.68556602348005,41.949295882787574
433029,14191180140000,2020.0,206,3720.0,107.0,10.0,5.0,0.0,5.0,1.0,3017.0,-87.68556349257457,41.94921376248797
433030,14191180150000,2020.0,206,3720.0,104.0,12.0,6.0,0.0,2.0,1.0,2680.0,-87.68556091481216,41.94913162577779
